BN/Registration Number,Organization name,Charity Status,Type of qualified donee,Effective Date of Status,Sanction,Designation,Charity type,Category,Address,City,"Province, territory, outside of Canada",Country,Postal code/Zip code
869221861RR0001,RICHMOND COMMUNITY BAND SOCIETY,Registered,Charity,1998-01-01,,1,Advancement of Education,12,3811 FRANCIS RD,RICHMOND,BC,CA,V7C1J5
897837258RR0001,RICHMOND COMMUNITY FOUNDATION,Registered,Charity,1990-05-29,,2,Advancement of Education,15,190 - 7000 MINORU BOULEVARD,RICHMOND,BC,CA,V6Y3Z5
118884188RR0001,RICHMOND DELTA YOUTH ORCHESTRA SOCIETY,Registered,Charity,1973-07-01,,1,Other purposes beneficial to the community,190,PO BOX 26064 RPO PAULIK,RICHMOND,BC,CA,V6Y3V3
856310701RR0001,RICHMOND EMMANUEL CHURCH,Registered,Charity,2004-04-26,,1,Advancement of Religion,30,7451  ELMBRIDGE WAY,RICHMOND,BC,CA,V6X1B8
861693034RR0001,RICHMOND EVANGELICAL CHINESE BIBLE CHURCH,Registered,Charity,2005-01-28,,1,Advancement of Religion,30,708-6081 NO 3 RD,RICHMOND,BC,CA,V6Y2B2
817011745RR0001,RICHMOND FAITH FELLOWSHIP,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,11960 MONTEGO STREET,RICHMOND,BC,CA,V6X1H4
107895179RR0001,RICHMOND FAMILY PLACE SOCIETY,Registered,Charity,1986-07-26,,1,Relief of Poverty,1,8660 ASH ST,RICHMOND,BC,CA,V6Y2S3
865985949RR0001,RICHMOND FIREFIGHTERS SOCIETY,Registered,Charity,2005-10-20,,2,Other purposes beneficial to the community,210,1210-11980 HAMMERSMITH WAY,RICHMOND,BC,CA,V7A0A4
119078228RR0001,RICHMOND FOOD BANK SOCIETY,Registered,Charity,1993-07-26,,1,Relief of Poverty,1,100-5800 CEDARBRIDGE WAY,RICHMOND,BC,CA,V6X2A7
119118875RR0001,RICHMOND GATEWAY THEATRE SOCIETY,Registered,Charity,1982-09-17,,1,Other purposes beneficial to the community,190,6500 GILBERT RD,RICHMOND,BC,CA,V7C3V4
861287159RR0001,RICHMOND GOSPEL BAPTIST CHURCH,Registered,Charity,2003-11-13,,1,Advancement of Religion,30,38 - 7611 MOFFATT RD,RICHMOND,BC,CA,V6Y1X9
894543735RR0001,RICHMOND GRACE ALLIANCE CHURCH,Registered,Charity,1995-01-15,,1,Advancement of Religion,30,11371 NO 3 RD,RICHMOND,BC,CA,V7A1X3
119118883RR0001,RICHMOND HOSPITAL FOUNDATION,Registered,Charity,1987-07-20,,2,Other purposes beneficial to the community,210,7000 WESTMINSTER HWY,RICHMOND,BC,CA,V6X1A2
107895294RR0001,RICHMOND INTERMEDIATE CARE SOCIETY,Registered,Charity,1983-01-01,,1,Other purposes beneficial to the community,100,6260 BLUNDELL RD,RICHMOND,BC,CA,V7C5C4
125343459RR0001,RICHMOND KINSMEN HOME SUPPORT SOCIETY,Registered,Charity,1994-04-01,,1,Relief of Poverty,1,100-6100 BOWLING GREEN RD,RICHMOND,BC,CA,V6Y4G2
879119816RR0001,RICHMOND MUSEUM SOCIETY,Registered,Charity,2002-01-01,,1,Other purposes beneficial to the community,200,7700 MINORU GATE,RICHMOND,BC,CA,V6Y1R9
889166021RR0001,RICHMOND MUSIC FESTIVAL SOCIETY,Registered,Charity,1998-02-18,,1,Other purposes beneficial to the community,190,7480 MCMATH RD,RICHMOND,BC,CA,V6Y3G2
107895088RR0001,RICHMOND MUSIC SCHOOL SOCIETY,Registered,Charity,1980-07-01,,1,Other purposes beneficial to the community,190,11371 NO. 3 RD,RICHMOND,BC,CA,V7A1X3
898746938RR0001,RICHMOND NATURE PARK SOCIETY,Registered,Charity,1989-03-04,,1,Other purposes beneficial to the community,200,11851 WESTMINSTER HWY,RICHMOND,BC,CA,V6X1B4
889867289RR0001,RICHMOND PEACE CHINESE MENNONITE CHURCH,Registered,Charity,1998-05-17,,1,Advancement of Religion,30,11571 DANIELS ROAD,RICHMOND,BC,CA,V6X1M7
131788416RR0001,RICHMOND PENTECOSTAL CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,9300 WESTMINSTER HWY,RICHMOND,BC,CA,V6X1B1
107895484RR0001,RICHMOND PRESBYTERIAN CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,7111 NO. 2 RD,RICHMOND,BC,CA,V7C3L7
121454003RR0001,RICHMOND PUBLIC LIBRARY,Registered,Charity,1993-01-01,,1,Other purposes beneficial to the community,200,100 - 7700 MINORU GATE,RICHMOND,BC,CA,V6Y1R8
890176597RR0001,RICHMOND RETIRED TEACHERS' ASSOCIATION TRUST FUND FOUNDATION,Registered,Charity,1994-03-17,,1,Advancement of Education,11,P.O. BOX 97114 7871 WESTMINSTER HIGHWAY,RICHMOND,BC,CA,V6X8H3
816024871RR0001,RICHMOND RIGHT TO LIFE SOCIETY,Registered,Charity,1980-11-10,,1,Relief of Poverty,1,4451 WILLIAMS ROAD,RICHMOND,BC,CA,V7E1J3
118818491RR0040,RICHMOND SEVENTH-DAY ADVENTIST CHURCH,Registered,Charity,1978-04-22,,1,Advancement of Religion,30,PO 1000,ABBOTSFORD,BC,CA,V2S4P5
107895641RR0001,RICHMOND UNITED CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,8711 CAMBIE RD,RICHMOND,BC,CA,V6X1K2
107895674RR0001,RICHMOND WOMEN'S RESOURCE CENTRE ASSOCIATION,Registered,Charity,1989-04-01,,1,Relief of Poverty,1,UNIT 110-7000 MINORU BLVD,RICHMOND,BC,CA,V6Y3Z5
892894585RR0001,RICK CLARK MEMORIAL SOCIETY,Registered,Charity,1992-11-01,,1,Advancement of Education,11,PO BOX 173,CRESTON,BC,CA,V0B1G0
107659427RR0001,RICK HANSEN FOUNDATION,Registered,Charity,1989-09-01,,1,Relief of Poverty,1,300 3820 CESSNA DRIVE,RICHMOND,BC,CA,V7B0A2
132644204RR0001,RIDGE MEADOWS CHILD DEVELOPMENT CENTRE SOCIETY,Registered,Charity,1989-04-01,,1,Advancement of Education,10,201-21755 LOUGHEED HWY,MAPLE RIDGE,BC,CA,V2X2S2
887597623RR0001,RIDGE MEADOWS COMMUNITY LIVING FOUNDATION,Registered,Charity,1998-06-09,,2,Other purposes beneficial to the community,210,11641 - 224TH STREET,MAPLE RIDGE,BC,CA,V2X6A1
856666144RR0001,RIDGE MEADOWS EDUCATION FOUNDATION,Registered,Charity,2004-06-29,,2,Advancement of Education,15,22377 DEWDNEY TRUNK RD,MAPLE RIDGE,BC,CA,V2X3J4
119032019RR0001,RIDGE MEADOWS HOSPICE SOCIETY,Registered,Charity,1987-01-27,,1,Other purposes beneficial to the community,160,102 - 22320 119 AVE,MAPLE RIDGE,BC,CA,V2X2Z3
119032035RR0001,RIDGE MEADOWS HOSPITAL FOUNDATION,Registered,Charity,1985-04-01,,2,Other purposes beneficial to the community,210,11666 LAITY ST,MAPLE RIDGE,BC,CA,V2X5A3
890800345RR0001,RIDGE MEADOWS OPEN DOOR CHURCH,Registered,Charity,1996-10-09,,1,Advancement of Religion,30,11391 DARTFORD ST,MAPLE RIDGE,BC,CA,V2X1V6
119119600RR0001,RIDGE MEADOWS RECYCLING SOCIETY,Registered,Charity,1986-01-01,,1,Other purposes beneficial to the community,160,BOX 283,MAPLE RIDGE,BC,CA,V2X7G2
119032068RR0001,RIDGE MEADOWS SEARCH AND RESCUE SOCIETY,Registered,Charity,1987-09-01,,1,Other purposes beneficial to the community,160,23598 105TH AVE,MAPLE RIDGE,BC,CA,V2W1B8
859132482RR0001,RIDGE MEADOWS SENIORS SOCIETY,Registered,Charity,2003-01-29,,1,Other purposes beneficial to the community,150,12150 224TH ST,MAPLE RIDGE,BC,CA,V2X3N8
843644162RR0001,RIDGELINE FOUNDATION,Registered,Charity,2006-09-18,,2,Other purposes beneficial to the community,210,300 - 1208 PENDER ST W,VANCOUVER,BC,CA,V6E2S8
119119667RR0001,RIDGEVIEW EVANGELICAL CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,1097 HOLLYWOOD ROAD,KELOWNA,BC,CA,V1X4N3
890192271RR0001,RIDGEWAY ELEMENTARY SCHOOL PARENT ADVISORY COUNCIL,Registered,Charity,1995-06-26,,1,Advancement of Education,11,420 8TH ST E,NORTH VANCOUVER,BC,CA,V7L1Z5
119154680RR0001,RIGHT TO QUIET SSAP SOCIETY FOR SOUNDSCAPE AWARENESS AND PROTECTION,Registered,Charity,1984-11-07,,1,Other purposes beneficial to the community,160,612 KENT RD,VICTORIA,BC,CA,V8Z1Z1
119120137RR0001,RIONDEL COMMUNITY CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,BOX 116,RIONDEL,BC,CA,V0B2B0
845640770RR0001,RISE & SHINE FOUNDATION,Registered,Charity,2013-10-29,,2,Other purposes beneficial to the community,210,300 - 1208 PENDER ST W,VANCOUVER,BC,CA,V6E2S8
843795477RR0001,RISING ABOVE MINISTRIES FSJ,Registered,Charity,2005-05-06,,1,Other purposes beneficial to the community,100,"RURAL ROUTE 1, SITE 5 COMP 22, STATION MAIN",FORT ST JOHN,BC,CA,V1J4M6
892208646RR0001,RITHET'S BOG CONSERVATION SOCIETY,Registered,Charity,1993-01-01,,1,Other purposes beneficial to the community,200,1503 ROBINWOOD PLACE,VICTORIA,BC,CA,V8N5N8
875811812RR0001,RIVENDELL FOUNDATION,Registered,Charity,2001-04-11,,2,Other purposes beneficial to the community,210,1480 INGLEWOOD AVENUE,WEST VANCOUVER,BC,CA,V7T1Z1
885214916RR0001,RIVENDELL SOCIETY,Registered,Charity,2001-06-12,,1,Advancement of Religion,70,PO BOX 402,BOWEN ISLAND,BC,CA,V0N1G0
872926365RR0001,RIVER OF LIFE COMMUNITY CHURCH,Registered,Charity,1997-12-31,,1,Advancement of Religion,30,BOX 189,SORRENTO,BC,CA,V0E2W0
106718968RR0001,RIVER OF LIFE-EAGLEVIEW MINISTRIES,Registered,Charity,1986-07-30,,1,Advancement of Religion,30,6767 WILLIS POINT RD,VICTORIA,BC,CA,V9E2A2
871786745RR0001,RIVER VALLEY CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,32729 -7TH AVE,MISSION,BC,CA,V2V2B8
118945690RR0001,RIVER VALLEY COMMUNITY CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,2826 75TH AVENUE,GRAND FORKS,BC,CA,V0H1H2
118826692RR0001,RIVERCITY INCLUSION SOCIETY,Registered,Charity,1967-01-01,,1,Other purposes beneficial to the community,100,216 - 1180 IRONWOOD ST,CAMPBELL RIVER,BC,CA,V9W5P7
129123568RR0001,RIVERCITY PLAYERS SOCIETY,Registered,Charity,1990-06-12,,1,Other purposes beneficial to the community,190,1080 HEMLOCK ST,CAMPBELL RIVER,BC,CA,V9W3E4
816424923RR0001,RIVERS OF LIVING WATER INTERNATIONAL MINISTRIES,Registered,Charity,2016-04-15,,1,Advancement of Religion,30,5361 PORTLAND ST,BURNABY,BC,CA,V5J2R3
137710893RR0001,RIVERVIEW HORTICULTURAL CENTRE SOCIETY,Registered,Charity,1993-04-01,,1,Other purposes beneficial to the community,200,1543 COQUITLAM AVE,PORT COQUITLAM,BC,CA,V3B1H6
735768699RR0001,RJ Kent Housing Society,Registered,Charity,2018-01-01,,1,Other purposes beneficial to the community,150,2675 SHAUGHNESSY ST,PORT COQUITLAM,BC,CA,V3C0B9
892645979RR0001,RM SOCIETY-SUPPORTING GRIEVING YOUTH THROUGH RAINBOWS,Registered,Charity,1993-07-01,,1,Advancement of Religion,70,2221 BOWEN ROAD,NANAIMO,BC,CA,V9S5J3
778847699RR0001,ROAM - Reuniting Owners with Animals Missing LTD.,Registered,Charity,2016-05-13,,1,Other purposes beneficial to the community,180,1739 MAYNEVIEW TERR,NORTH SAANICH,BC,CA,V8L4L5
898119912RR0001,ROBERT & NORMA PUDDESTER NUMISMATIC FOUNDATION,Registered,Charity,2002-02-21,,3,Other purposes beneficial to the community,200,300 - 1208 PENDER ST W,VANCOUVER,BC,CA,V6E2S8
119121416RR0001,ROBERT ALEXANDER STEWART MEMORIAL TRUST,Registered,Charity,1979-11-13,,3,Other purposes beneficial to the community,210,PO BOX 10085 LCD PACIFIC CENTRE,VANCOUVER,BC,CA,V7Y1B6
119121424RR0001,ROBERT ALLAN MEMORIAL SCHOLARSHIP TRUST,Registered,Charity,1982-08-30,,1,Advancement of Education,11,#230 - 1639 WEST 2ND AVENUE,VANCOUVER,BC,CA,V6J1H3
870384278RR0001,ROBERT LAGORE MINISTRIES INTERNATIONAL ASSOCIATION,Registered,Charity,1999-02-22,,1,Advancement of Religion,30,BOX 315 - 17750 #10 HWY,CLOVERDALE,BC,CA,V3S1K4
892760042RR0001,ROBERTS CREEK CHILDCARE SOCIETY,Registered,Charity,1992-09-01,,1,Advancement of Education,10,PO BOX 146,ROBERTS CREEK,BC,CA,V0N2W0
773141130RR0001,ROBERTS CREEK FUREVER HOME RESCUE SOCIETY,Registered,Charity,2020-02-19,,1,Other purposes beneficial to the community,180,2010 RANCH ROAD,ROBERTS CREEK,BC,CA,V0N2W5
888579463RR0001,ROBSON COMMUNITY MEMORIAL CHURCH,Registered,Charity,1988-04-15,,1,Other purposes beneficial to the community,160,2953 WALDIE AVE PO BOX 21,ROBSON,BC,CA,V0G1X0
119121820RR0001,ROBSON VALLEY SHARED MINISTRY,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,PO BOX 284,MCBRIDE,BC,CA,V0J2E0
107906893RR0001,ROCK CREEK COMMUNITY MEDICAL SOCIETY,Registered,Charity,1977-04-01,,1,Other purposes beneficial to the community,100,PO BOX 170,ROCK CREEK,BC,CA,V0H1Y0
788155927RR0001,ROCK OF AGES BIBLE CAMP,Registered,Charity,2018-02-23,,1,Advancement of Religion,70,PO BOX 137,CHARLIE LAKE,BC,CA,V0C1H0
892483371RR0001,ROCKY MOUNTAIN ALLIANCE CHURCH,Registered,Charity,1994-05-24,,1,Advancement of Religion,30,BOX 1217,GOLDEN,BC,CA,V0A1H0
119229516RR0001,ROCKY MOUNTAIN SCHOOL DISTRICT BURSARY AND SCHOLARSHIP FUND,Registered,Charity,1981-07-01,,1,Advancement of Education,11,BOX 430,INVERMERE,BC,CA,V0A1K0
868247750RR0001,ROCKY MOUNTAIN TRENCH NATURAL RESOURCES SOCIETY,Registered,Charity,1999-01-01,,1,Other purposes beneficial to the community,170,PO BOX 151,KIMBERLEY,BC,CA,V1A2Y6
119259265RR0001,ROCKY MOUNTAIN VILLAGE AUXILIARY SOCIETY,Registered,Charity,1981-04-01,,1,Other purposes beneficial to the community,110,ROCKY MOUNTAIN VILLAGE 55 COKATO ROAD,FERNIE,BC,CA,V0B1M4
869770123RR0001,ROCKY POINT BIRD OBSERVATORY SOCIETY,Registered,Charity,2000-02-18,,1,Other purposes beneficial to the community,170,170 1581-H HILLSIDE AVE.,VICTORIA,BC,CA,V8T2C1
892945866RR0001,ROEDDE HOUSE PRESERVATION SOCIETY,Registered,Charity,1986-01-01,,1,Other purposes beneficial to the community,200,1415 BARCLAY STREET,VANCOUVER,BC,CA,V6G1J6
118819127RR0001,ROGERS SUGAR LTD. EMPLOYEES' CHARITY TRUST,Registered,Charity,1968-01-01,,3,Other purposes beneficial to the community,210,BOX 2150,VANCOUVER,BC,CA,V6B3V2
858871247RR0001,ROGERS' FAMILY CHARITABLE TRUST,Registered,Charity,2002-10-11,,3,Other purposes beneficial to the community,210,4550 LANCASTER COURT,KELOWNA,BC,CA,V1W4C2
119122505RR0001,ROLLA BIBLE BAPTIST CHURCH,Registered,Charity,1975-02-26,,1,Advancement of Religion,30,BOX 89,ROLLA,BC,CA,V0C2G0
118849470RR0004,ROMAN CATHOLIC ARCHBISHOP OF VANCOUVER,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,4885 SAINT JOHN PAUL II WAY,VANCOUVER,BC,CA,V5Z0G3
106880073RR0026,ROMAN CATHOLIC BISHOP OF KAMLOOPS - ST. FRANCIS OF ASSISI CHURCH,Registered,Charity,1992-01-01,,1,Advancement of Religion,30,6299 LORIMER RD,WHISTLER,BC,CA,V8E0C5
106880073RR0002,ROMAN CATHOLIC BISHOP OF KAMLOOPS ST. JUDES PARISH,Registered,Charity,1971-12-31,,1,Advancement of Religion,30,PO BOX 718,100 MILE HOUSE,BC,CA,V0K2E0
106880073RR0003,"ROMAN CATHOLIC BISHOP OF KAMLOOPS, SHUSWAP INDIAN MISSIONS",Registered,Charity,1992-11-21,,1,Advancement of Religion,30,450 PIGEON AVE,WILLIAMS LAKE,BC,CA,V2G2A9
876030206RR0001,RONALD S. ROADBURG FOUNDATION,Registered,Charity,2003-09-24,,3,Other purposes beneficial to the community,210,301-1177 W BROADWAY,VANCOUVER,BC,CA,V6H1G3
869002469RR0001,ROSARIO ANCER FLAMENCO ARTS SOCIETY,Registered,Charity,1999-08-10,,1,Advancement of Education,12,677 DAVIE ST,VANCOUVER,BC,CA,V6B2G6
119123669RR0001,ROSE OF SHARON BAPTIST CHURCH,Registered,Charity,1976-01-01,,1,Advancement of Religion,30,26245 28 AVE,ALDERGROVE,BC,CA,V4W2W3
135262228RR0001,ROSE OF SHARON MINISTRIES,Registered,Charity,1992-10-19,,1,Relief of Poverty,1,26245 28 AVE,ALDERGROVE,BC,CA,V4W2W3
862788197RR0001,ROSEWOOD MANOR CARE FOUNDATION,Registered,Charity,2002-08-06,,2,Other purposes beneficial to the community,210,6260 BLUNDELL RD,RICHMOND,BC,CA,V7C5C4
864476528RR0001,ROSS ROAD COMMUNITY CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,3160 ROSS ROAD,ABBOTSFORD,BC,CA,V4X1G4
883940827RR0001,ROSSLAND CHILDCARE SOCIETY,Registered,Charity,1998-08-12,,1,Other purposes beneficial to the community,160,2058 SPOKANE ST PO BOX 805,ROSSLAND,BC,CA,V0G1Y0
879884419RR0001,ROSSLAND FOOD BANK,Registered,Charity,2001-04-20,,1,Relief of Poverty,1,PO BOX 167,ROSSLAND,BC,CA,V0G1Y0
107915654RR0001,ROSSLAND HISTORICAL MUSEUM AND ARCHIVES ASSOCIATION,Registered,Charity,1989-11-01,,1,Other purposes beneficial to the community,200,PO BOX 26,ROSSLAND,BC,CA,V0G1Y0
107915670RR0001,ROSSLAND PUBLIC LIBRARY ASSOCIATION,Registered,Charity,1994-01-01,,1,Other purposes beneficial to the community,200,2180 COLUMBIA AVE BOX 190,ROSSLAND,BC,CA,V0G1Y0
119124105RR0001,ROSSLAND-TRAIL RIGHT TO LIFE SOCIETY,Registered,Charity,1982-08-23,,1,Advancement of Education,15,BOX 1006,ROSSLAND,BC,CA,V0G1Y0
119124220RR0001,ROSSWOOD COMMUNITY ASSOCIATION,Registered,Charity,1983-12-13,,1,Other purposes beneficial to the community,200,4145 KALUM LAKE RD,TERRACE,BC,CA,V8G0G8
790785513RR0001,ROTARACT CLUB OF VICTORIA FOUNDATION,Registered,Charity,2017-12-31,,2,Other purposes beneficial to the community,210,10998 CEDAR LANE,NORTH SAANICH,BC,CA,V8L5R1
803543545RR0001,ROTARY CLUB OF ABBOTSFORD FOUNDATION,Registered,Charity,2006-04-28,,2,Other purposes beneficial to the community,210,PO BOX 71,ABBOTSFORD,BC,CA,V2S6Z4
119124493RR0001,ROTARY CLUB OF BURNABY FOUNDATION,Registered,Charity,1982-10-14,,1,Other purposes beneficial to the community,210,PO 80001 STN S,BURNABY,BC,CA,V5H3X1
890570146RR0001,ROTARY CLUB OF COQUITLAM CENTRE FOUNDATION,Registered,Charity,1992-12-03,,2,Other purposes beneficial to the community,210,810-3025 LOUGHEED HWY PO BOX 64732,COQUITLAM,BC,CA,V3B6S2
853194900RR0001,ROTARY CLUB OF KELOWNA - OGOPOGO CHARITABLE SOCIETY,Registered,Charity,1996-12-10,,2,Other purposes beneficial to the community,210,PO BOX 25074 RPO MISSION,KELOWNA,BC,CA,V1W3Y7
889164190RR0001,ROTARY CLUB OF KELOWNA FOUNDATION,Registered,Charity,1994-10-22,,2,Other purposes beneficial to the community,210,PO BOX 24076 TOWN CENTER POST OFFICE,KELOWNA,BC,CA,V1Y9H2
887699098RR0001,ROTARY CLUB OF KELOWNA SUNRISE CHARITABLE SOCIETY,Registered,Charity,1992-09-29,,2,Other purposes beneficial to the community,210,PO BOX 24111 RPO TOWNE,KELOWNA,BC,CA,V1Y9H2
130684509RR0001,ROTARY CLUB OF LANTZVILLE SOCIETY,Registered,Charity,1990-12-20,,1,Other purposes beneficial to the community,210,P.O. BOX 502,LANTZVILLE,BC,CA,V0R2H0
119125060RR0001,ROTARY CLUB OF NANAIMO CHARITABLE SOCIETY,Registered,Charity,1987-07-01,,2,Other purposes beneficial to the community,210,P. O. BOX 405 STN MAIN,NANAIMO,BC,CA,V9R5L3
893761122RR0001,ROTARY CLUB OF QUALICUM BEACH SUNRISE SOCIETY,Registered,Charity,2002-03-07,,1,Other purposes beneficial to the community,210,211 FERN RD W,QUALICUM BEACH,BC,CA,V9K1S4
134176403RR0001,ROTARY CLUB OF RICHMOND A.M. FOUNDATION,Registered,Charity,2007-07-01,,2,Other purposes beneficial to the community,210,290 - 13777 COMMERCE PKY,RICHMOND,BC,CA,V6V2X3
888569795RR0001,ROTARY CLUB OF SECHELT FOUNDATION,Registered,Charity,1994-07-01,,1,Other purposes beneficial to the community,210,PO BOX 2071,SECHELT,BC,CA,V0N3A0
893178764RR0001,"ROTARY CLUB OF SEMIAHMOO, (WHITE ROCK), B.C. CANADA CHARITABLE TRUST",Registered,Charity,1992-12-02,,1,Other purposes beneficial to the community,210,PO BOX 75361 RPO WHITE ROCK,SURREY,BC,CA,V4A0B1
141034389RR0001,ROTARY CLUB OF SQUAMISH FOUNDATION,Registered,Charity,1992-07-01,,1,Other purposes beneficial to the community,210,PO BOX 391 STN MAIN,SQUAMISH,BC,CA,V8B0A3
893334367RR0001,ROTARY CLUB OF SURREY FOUNDATION,Registered,Charity,1993-08-31,,2,Other purposes beneficial to the community,210,P.O. BOX 181,SURREY,BC,CA,V3T4W8
815556477RR0001,ROTARY CLUB OF TSAWWASSEN CHARITABLE SOCIETY,Registered,Charity,2006-07-01,,1,Other purposes beneficial to the community,210,PO BOX 1405 STN A,DELTA,BC,CA,V4M3Y8
119118438RR0001,ROTARY CLUB OF VANCOUVER HEARING FOUNDATION,Registered,Charity,1987-07-08,,2,Other purposes beneficial to the community,210,PO BOX 75589 RPO EDGEMONT,NORTH VANCOUVER,BC,CA,V7R4X1
119125623RR0001,ROTARY CLUB OF VANCOUVER SUNRISE FOUNDATION,Registered,Charity,1987-10-27,,1,Advancement of Education,11,401-545 CLYDE AVE,WEST VANCOUVER,BC,CA,V7T1C5
890207178RR0001,ROTARY CLUB OF VICTORIA BRITISH COLUMBIA FOUNDATION,Registered,Charity,1974-07-02,,3,Other purposes beneficial to the community,210,805 GORDON ST,VICTORIA,BC,CA,V8W1Z6
856598644RR0001,ROTARY CLUB OF VICTORIA-HARBOURSIDE FOUNDATION,Registered,Charity,1985-04-09,,2,Other purposes beneficial to the community,210,805 GORDON ST,VICTORIA,BC,CA,V8W1Z6
864086780RR0001,ROTARY CLUB OF WEST VANCOUVER SUNRISE FOUNDATION,Registered,Charity,2005-01-24,,2,Other purposes beneficial to the community,210,401-545 CLYDE AVE.,WEST VANCOUVER,BC,CA,V7T1C5
889154068RR0001,ROTARY CLUBS OF PENTICTON CHARITABLE SOCIETY,Registered,Charity,1994-01-01,,1,Other purposes beneficial to the community,200,PO BOX 1084 STN MAIN,PENTICTON,BC,CA,V2A6J9
872722368RR0001,ROTARY CLUBS OF THE LOWER MAINLAND OF BC WORLD HELP NETWORK,Registered,Charity,1997-09-17,,1,Relief of Poverty,1,PO BOX 51342 RPO CAMERON,BURNABY,BC,CA,V3J0C9
889679395RR0001,ROTARY RICHMOND FOUNDATION,Registered,Charity,1985-01-09,,2,Other purposes beneficial to the community,210,PO BOX 94181,RICHMOND,BC,CA,V6X8A3
134592021RR0001,ROUGH ACRES BIBLE CAMP SOCIETY,Registered,Charity,1991-10-01,,1,Other purposes beneficial to the community,200,PO BOX 5241,SMITHERS,BC,CA,V0J2N0
893411785RR0001,ROYAL ARCH MASONIC HOMES FUNDING SOCIETY,Registered,Charity,1994-04-01,,2,Other purposes beneficial to the community,210,7850 CHAMPLAIN CRES,VANCOUVER,BC,CA,V5S4C7
130229248RR0001,ROYAL ARCH MASONIC HOMES SOCIETY,Registered,Charity,1980-01-01,,1,Other purposes beneficial to the community,100,7850 CHAMPLAIN CRESCENT,VANCOUVER,BC,CA,V5S4C7
118933241RR0001,ROYAL BRITISH COLUMBIA MUSEUM FOUNDATION,Registered,Charity,1970-07-20,,1,Other purposes beneficial to the community,210,P.O. BOX 9815 STN PROV GOVT,VICTORIA,BC,CA,V8W9W2
127886257RR0001,ROYAL CANADIAN COLLEGE SOCIETY,Registered,Charity,1989-01-09,,1,Advancement of Education,10,8610 ASH STREET,VANCOUVER,BC,CA,V6P3K2
888662343RR0001,"ROYAL CANADIAN LEGION BRANCH 148, (NORTH BURNABY) POPPY FUND",Registered,Charity,1996-01-01,,1,Relief of Poverty,1,4356 HASTINGS STREET,BURNABY,BC,CA,V5C2J9
121937247RR0001,ROYAL CANADIAN LEGION BRANCH 26,Registered,Charity,2002-11-04,,2,Other purposes beneficial to the community,210,1380 BERTRAM ST,KELOWNA,BC,CA,V1Y2G1
886844620RR0001,ROYAL CANADIAN LEGION BRANCH 288 POPPY FUND,Registered,Charity,2001-01-19,,1,Other purposes beneficial to the community,210,#6 2525 DOBBIN ROAD,WESTBANK,BC,CA,V4T2G1
129811121RR0001,ROYAL CITY CHRISTIAN CENTRE,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,601 8TH AVE,NEW WESTMINSTER,BC,CA,V3M2R2
136618089RR0001,ROYAL CITY MUSICAL THEATRE SOCIETY,Registered,Charity,1989-10-31,,1,Other purposes beneficial to the community,190,735 EIGHTH AVENUE,NEW WESTMINSTER,BC,CA,V3M2R2
891407942RR0001,ROYAL CITY YOUTH BALLET COMPANY SOCIETY,Registered,Charity,1990-08-01,,1,Other purposes beneficial to the community,190,511 COLUMBIA ST,NEW WESTMINSTER,BC,CA,V3L1B2
138629977RR0001,ROYAL COLUMBIAN HOSPITAL AUXILIARY,Registered,Charity,1993-04-01,,1,Other purposes beneficial to the community,110,330 EAST COLUMBIA ST.,NEW WESTMINSTER,BC,CA,V3L3W7
119128866RR0001,ROYAL COLUMBIAN HOSPITAL FOUNDATION,Registered,Charity,1978-04-01,,2,Other purposes beneficial to the community,210,330 COLUMBIA ST E,NEW WESTMINSTER,BC,CA,V3L3W7
821507548RR0001,ROYAL COLUMBIAN HOSPITAL NURSES ALUMNAE SOCIETY,Registered,Charity,2020-10-05,,1,Advancement of Education,11,2135 GRANT AVE,PORT COQUITLAM,BC,CA,V3B1R1
107935587RR0001,ROYAL HEIGHTS BAPTIST CHURCH,Registered,Charity,1967-01-01,,1,Advancement of Religion,30,11706 96 AVENUE,DELTA,BC,CA,V4C3W7
119128965RR0001,ROYAL INLAND HOSPITAL FOUNDATION,Registered,Charity,1983-07-01,,2,Other purposes beneficial to the community,210,311 COLUMBIA STREET,KAMLOOPS,BC,CA,V2C2T1
130918808RR0001,ROYAL JUBILEE HOSPITAL AUXILIARY,Registered,Charity,1981-01-01,,1,Other purposes beneficial to the community,110,1952 BAY STREET,VICTORIA,BC,CA,V8R1J8
899570063RR0001,ROYAL ROADS UNIVERSITY,Registered,Charity,1995-07-13,,1,Advancement of Education,10,2005 SOOKE ROAD,VICTORIA,BC,CA,V9B5Y2
