,id,name,website,phone,email,description
557,746423714RR0001,Assemblée des Témoins de Jéhovah d'Iberville,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
558,746425511RR0001,Assemblée des Témoins de Jéhovah de Montréal-Angrignon-Espagnole,,phone number,email,TO ASSIST THE LOCAL UNINCORPORATED ASSOCIATION OF JEHOVAH'S WITNESSES IN CARRYING OUT THEIR RELIGIOUS OBJECTIVE OF PREACHING THE GOOD NEWS OF GOD'S KINGDOM AND PROMOTING PUBLIC RELIGIOUS WORSHIP DESIGNED TO UPLIFT JEHOVAH'S WITNESSES AND ANY WHO ATTEND THEIR PUBLIC MEETINGS BY MEANS OF MORAL AND SPIRITUAL INSTRUCTION BASED ON GOD'S WORD THE BIBLE.
559,746427319RR0001,Assemblée des Témoins de Jéhovah de Québec-Sainte-Foy,,phone number,email,"Aider l'association non constituée en société des Témoins de Jéhovah de la localité à poursuivre son but qui consiste à prêcher la bonne nouvelle du Royaume de Dieu et promouvoir la tenue d'offices religieux publics conçus pour édifier les Témoins de Jéhovah et tous ceux qui assistent à leurs réunions publiques au moyen d'une instruction morale et spirituelle basée sur la Bible, la parole de Dieu."
560,746442318RR0001,Assemblée des Témoins de Jéhovah de Deux-Montagnes,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LA TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASÉE SUR LA BIBLE, LA PAROLE DE DIEU."
561,746444314RR0001,Assemblée des Témoins de Jéhovah de Montréal-Créole-Est,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
562,746446517RR0001,Assemblée des Témoins de Jéhovah de Victoriaville-Érable,,phone number,email,"Aider l'association non constituée en société des Témoins de Jéhovah de la localité à poursuivre son but qui consiste à prêcher la bonne nouvelle du royaume de Dieu et promouvoir la tenue d'offices religieux publics conçus pour édifier les Témoins de Jéhovah et tous ceux qui assistent à leurs réunions publiques au moyen d'une instruction morale et spirituelle basée sur la Bible, la Parole de Dieu."
563,746447713RR0001,Assemblée des Témoins de Jéhovah de Longueuil-Nord,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
564,746550912RR0001,Assemblée des Témoins de Jéhovah de Montréal-Crémazie-Créole,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONCUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PIBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
565,746553312RR0001,Assemblée des Témoins de Jéhovah de L'Assomption,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIETE DES TEMOINS DE JEHOVAH DE LA LOCALITE A POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICE RELIGIEUX PUBLIC CONCUS POUR EDIFIER LES TEMOINS DE JEHOVAH ET TOUS CEUX QUI ASSISTENT A LEUR REUNIONS BIBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASÉE LA BIBLE, LA PAROLE DE DIEU"
566,746565118RR0001,Assemblée des Témoins de Jéhovah de Rigaud-De la Montagne,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
567,746572718RR0001,Assemblée des Témoins de Jéhovah de Moncton-Dieppe,,phone number,email,"Aider l'association non constituée en société des Témoins de Jéhovah de la localité à poursuivre son but qui consisite à prêcher la bonne nouvelle du Royaume de Dieu et promouvoir le tenue d'offices religieux publics conçus pour édifier les Témoins de Jéhovah et tous ceux qui assistent à leurs réunions publiques au moyen d'une instruction morale et spirituelle basée sur la Bible, la parole de Dieu."
568,746576917RR0001,Assemblée des Témoins de Jéhovah de Tracadie,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
569,746969534RR0001,Amber Church Inc.,amberchurchwinnipeg.org,phone number,email,IN FEBRUARY 2022 THEY SUSPENDED OPRATIONS DUE TO COVID RESTRICTIONS. IN JANURARY 2023 THEY TRANSFERRED CHARITY TO ANOTHER ORGANIZATION. LAWYERS WERE INVOLVED.
570,747178283RR0001,"Assemblée des Témoins de Jéhovah Baie-des-Chaleurs, Campbellton",,phone number,email,"Aider l'association non constituée en société des Témoins de Jéhovah de la localité à poursuivre son but qui consiste à prêcher la bonne nouvelle du Royaume de Dieu et promouvoir la tenue d'offices religieux publics conçus pour édifier les Témoins de Jéhovah et tous ceux qui assistent à leurs réunions publiques au moyen d'une instruction morale et spirituelle basée sur la Bible, la parole de Dieu."
571,747185288RR0001,Assemblée des Témoins de Jéhovah de Longueuil-Créole,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
572,747186682RR0001,Assemblée des Témoins de Jéhovah de Laval-Saint-François,,phone number,email,"Aider l'association non constituée en société des Témoins de Jéhovah de la localité à poursuivre son but qui consiste à prêcher la bonne nouvelle du Royaume de Dieu et promouvoir la tenue d'offices religieux publics conçus pour édifier les Témoins de Jéhovah et tous ceux qui assistent à leur réunions publiques au moyen d'une instruction morale et sprirituelle basée sur la Bible, la parole de Dieu"
573,747301489RR0001,Assemblée des Témoins de Jéhovah de Saint-Hubert-Ribera Sur,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LA TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASÉE SUR LA BIBLE, LA PAROLE DE DIEU."
574,747307288RR0001,Assemblée des Témoins de Jéhovah de Drummondville-Sud,,phone number,email,"Aider l'association non constituée en société de Témoins de Jéhovah de la localité à poursuivre son but qui consiste à prêcher la bonne nouvelle du Royaume de Dieu et promouvoir la tenue d'offices religieux publics conçus pour édifier les Témoins de Jéhovah et tous ceux qui assistent à leurs réunions publiques au moyen d'une instruction morale et spirituelle basée sur la Bible, la parole de Dieu."
575,747309888RR0001,Assemblée des Témoins de Jéhovah de Rimouski-La Mitis,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLE, LA PAROLE DE DIEU."
576,747325082RR0001,Assemblée des Témoins de Jéhovah de Sainte-Thérèse-Est,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LA TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLE, LA PAROLE DE DIEU."
577,747329084RR0001,Assemblée des Témoins de Jéhovah de Montréal-Polonais,,phone number,email,TO ASSIST THE LOCAL UNINCORPORATED ASSOCIATION OF JEHOVAH'S WITNESSES IN CARRYING OUT THEIR RELIGIOUS OBJECTIVE OF PREACHING THE GOOD NEWS OF GOD'S KINGDOM AND PROMOTING PUBLIC RELIGIOUS WORSHIP DESIGNED TO UPLIFT JEHOVAH'S WITNESSES AND ANY WHO ATTEND THEIR PUBLIC MEETINGS BY MEANS OF MORAL AND SPIRITUAL INSTRUCTION BASED ON GOD'S WORD THE BIBLE.
578,747339885RR0001,Assemblée des Témoins de Jéhovah de Granby-Nord,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PIBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
579,747346484RR0001,Assemblée des Témoins de Jéhovah Montréal-Ahuntsic,,phone number,email,"Aider l'association non constituée en société des Témoins de Jéhovah de la localité à poursuivre son but qui consiste à prêcher la bonne nouvelle du Royaume de Dieu et promouvoir la tenue d'offices religieux publics conçus pour édifier les Témoins de Jéhovah et tous ceux qui assistent à leurs réunions publiques au moyen d'une instruction morale et spirituelle basée sur la Bible, la parole de Dieu"
580,747372084RR0001,Assemblée des Témoins de Jéhovah de Saint-Hyacinthe-Sud,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PIBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
581,747377687RR0001,Assemblée des Témoins de Jéhovah de Laval-Cartierville,,phone number,email,To assist the local unincorporated association of Jehovah's Witnesses in carrying out their religious objective of preaching the good news of God's Kingdom and promoting public religious worship designed to uplift Jehovah's Witnesses and any who attend their public meetings by means of moral and spiritual instruction based on God's Word the Bible.
582,747379287RR0001,Assemblée des Témoins de Jéhovah de Québec-Beauport,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PIBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
583,747381481RR0001,Assemblée Témoins de Jéhovah de Gatineau-Mont-Bleu,,phone number,email,"Aider l'association non constituée en société des Témoins de Jéhovah de la localité à poursuivre son but qui consiste à prêcher la bonne nouvelle du Royaume de Dieu et promouvoir la tenue d'offices religieux publics conçus pour édifier les Témoins de Jéhovah et tous ceux qui assistent à leurs réunions publiques au moyen d'une instruction morale et spirituelle basée sur la Bible, la Parole de Dieu."
584,747383289RR0001,Assemblée des Témoins de Jéhovah de Marieville,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LA TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASÉE SUR LA BIBLE, LA PAROLE DE DIEU."
585,747399681RR0001,Assemblée des Témoins de Jéhovah de Drummondville-Hispana,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
586,747403087RR0001,Assemblée des Témoins de Jéhovah de Saint-Hubert-Est,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LA TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASÉE SUR LA BIBLE, LA PAROLE DE DIEU."
587,747405082RR0001,ASSEMBLÉE DES TÉMOINS DE JÉHOVAH DE QUÉBEC-HISPANA,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
588,747512283RR0001,ASSEMBLÉE DES TÉMOINS DE JÉHOVAH MONTRÉAL-DES SOURCES ESPAGNOLE,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PIBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
589,747519486RR0001,Assemblée des Témoins de Jéhovah de Montréal-Las Praderas,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À RÉUNIONS PIBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
590,747521680RR0001,Assemblée des Témoins de Jéhovah de La Plaine,,phone number,email,"Aider l'association non constituée en société des Témoins de Jéhovah de la localité à poursuivre son but qui consiste à prêcher la bonne nouvelle du Royaume de Dieu et promouvoir la tenue d'offices religieux publics conçus pour édifier les Témoins de Jéhovah et tous ceux qui assistent à leurs réunions publiques au moyen de l'instruction morale et spirituelle basée sur la bible, la Parole de Dieu."
591,747526481RR0001,Assemblée des Témoins de Jéhovah de Laval-Créole,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLES, LA PAROLE DE DIEU."
592,747604080RR0001,Assemblée des Témoins de Jéhovah Rockland-Est,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LA TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASSÉE SUR LA BIBLE, LA PAROLE DE DIEU."
593,747610889RR0001,"Acadia Spanish Congregation of Jehovah's Witnesses, Calgary,Alberta",,phone number,email,To assist the local unincorporated association of Jehovah's Witnesses in carrying out their religious objective of preaching the good news of God's Kingdom and promoting public religious worship designed to uplift Jehovah's Witnesses and any who attend their public meetings by means of moral and spiritual instruction based on God's Word the Bible.
594,747611481RR0001,"Ambassador Congregation of Jehovah's Witnesses, Windsor, Ontario",,phone number,email,TO ASSIST THE LOCAL UNINCORPORATED ASSOCIATION OF JEHOVAH'S WITNESSES IN CARRYING OUT THEIR RELIGIOUS OBJECTIVE OF PREACHING THE GOOD NEWS OF GOD'S KINGDOM AND PROMOTING PUBLIC RELIGIOUS WORSHIP DESIGNED TO UPLIFT JEHOVAH'S WITNESSES AND ANY WHO ATTEND THEIR PUBLIC MEETINGS BY MEANS OF MORAL AND SPIRITUAL INSTRUCTION BASED ON GOD'S WORD THE BIBLE.
595,747616282RR0001,"Applewood Congregation of Jehovah's Witnesses, Mississauga, Ontario",,phone number,email,TO ASSIST THE LOCAL UNINCORPORATED ASSOCIATION OF JEHOVAH'S WITNESSES IN CARRYING OUT THEIR RELIGIOUS OBJECTIVE OF PREACHING THE GOOD NEWS OF GOD'S KINGDOM AND PROMOTING PUBLIC RELIGIOUS WORSHIP DESIGNED TO UPLIFT JEHOVAH'S WITNESSES AND ANY WHO ATTEND THEIR PUBLIC MEETINGS BY MEANS OF MORAL AND SPIRITUAL INSTRUCTION BASED ON GOD'S WORD THE BIBLE.
596,747812113RR0001,Assemblée des Témoins de Jéhovah de Québec-Frontenac,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LA TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASÉE SUR LA BIBLE, LA PAROLE DE DIEU."
597,747864882RR0001,"Albion Falls Congregation of Jehovah's Witnesses, Hamilton, Ontario",,phone number,email,To assist the local unincorporated association of Jehovah's Witnesses in carrying out their religious objective of preaching the good news of God's Kingdom and promoting public religious worship designed to uplift Jehovah's Witnesses and any who attend their public meetings by means of moral and spiritual instruction based on God's Word the Bible.
598,747877488RR0001,Assemblée des Témoins de Jéhovah de Montréal-Langue des signes,,phone number,email,"Aider l'association non constituée en société des Témoins de Jéhovah de la localité à poursuivre son but qui consiste à prêcher la bonne nouvelle du Royaume de Dieu et promouvoir la tenue d'offices religieux publiques conçus pour édifier les Témoins de Jéhovah et tous ceux qui assistent à leurs réunions publiques au moyen d'une instruction morale et spirituelle basée sur la Bible, la parole de Dieu."
599,747935112RR0001,"Alberton Congregation of Jehovah's Witnesses, Alberton, Prince Edward Island",,phone number,email,TO ASSIST THE LOCAL UNINCOPORATED ASSOCIATION OF JEHOVAH'S WITNESSES IN CARRYING OUT THEIR RELIGIOUS OBJECTIVE OF PREACHING THE GOOD NEWS OF GOD'S KINGDOM AND PROMOTING PUBLIC RELIGIOUS WORSHIP DESIGNED TO UPLIFT JEHOVAH'S WITNESSES AND ANY WHO ATTEND THEIR PUBLIC MEETINGS BY MEANS OF MORAL AND SPIRITUAL INSTRUCTION BASED ON GOD'S WORD THE BIBLE.
600,748142510RR0001,Alberta Circuit 6A of Jehovah's Witnesses,,phone number,email,TO ASSIST THE LOCAL UNINCORPORATED ASSOCIATION OF JEHOVAH'S WITNESSES IN CARRYING OUT THEIR RELIGIOUS OBJECTIVE OF PREACHING THE GOOD NEWS OF GOD'S KINGDOM AND PROMOTING PUBLIC RELIGIOUS WORSHIP DESIGNED TO UPLIFT JEHOVAH'S WITNESSES AND ANY WHO ATTEND THEIR PUBLIC MEETINGS BY MEANS OF MORAL AND SPIRITUAL INSTRUCTION BASED ON GOD'S WORD THE BIBLE.
601,748172111RR0001,"Appleby Tagalog Congregation of Jehovah's Witnesses, Burlington, Ontario",,phone number,email,TO ASSIST THE LOCAL UNINCORPORATED ASSOCIATION OF JEHOVAH'S WITNESSES IN CARRYING OUT THEIR RELIGIOUS OBJECTIVE OF PREACHING THE GOOD NEWS OF GOD'S KINGDOM AND PROMOTING PUBLIC RELIGIOUS WORSHIP DESIGNED TO UPLIFT JEHOVAH'S WITNESSES AND ANY WHO ATTEND THEIR PUBLIC MEETINGS BY MEANS OF MORAL AND SPIRITUAL INSTRUCTION BASED ON GOD'S WORD THE BIBLE.
602,748519329RR0001,ABOUNDING GRACE CHURCH,www.dcfcburnaby.com,phone number,email,"Mission services - outreach programs Church services - congregation, meetings, place of worship, bible study"
603,748731080RR0001,Assemblée des Témoins de Jéhovah de Montréal-de l'Acadie,,phone number,email,"AIDER L'ASSOCIATION NON CONSTITUÉE EN SOCIÉTÉ DES TÉMOINS DE JÉHOVAH DE LA LOCALITÉ À POURSUIVRE SON BUT QUI CONSISTE À PRÊCHER LA BONNE NOUVELLE DU ROYAUME DE DIEU ET PROMOUVOIR LE TENUE D'OFFICES RELIGIEUX PUBLICS CONÇUS POUR ÉDIFIER LES TÉMOINS DE JÉHOVAH ET TOUS CEUX QUI ASSISTENT À LEURS RÉUNIONS PUBLIQUES AU MOYEN D'UNE INSTRUCTION MORALE ET SPIRITUELLE BASÉE SUR LA BIBLE, LA PAROLE DE DIEU."
