name,charity data link
MISSISSAUGA GRACE MISSIONARY BAPTIST CHURCH,https://www.charitydata.ca/charity/mississauga-grace-missionary-baptist-church/821703543RR0001/
MISSISSAUGA MENNONITE FELLOWSHIP,https://www.charitydata.ca/charity/mississauga-mennonite-fellowship/129921128RR0001/
MISSISSAUGA MISSIONARY BAPTIST CHURCH,https://www.charitydata.ca/charity/mississauga-missionary-baptist-church/134558832RR0001/
MISSISSAUGA POWER CHURCH,https://www.charitydata.ca/charity/mississauga-power-church/855425328RR0001/
MISSISSAUGA SOUTHERN CHINESE BAPTIST CHURCH,https://www.charitydata.ca/charity/mississauga-southern-chinese-baptist-church/899044655RR0001/
MISSISSAUGA VICTORY CHURCH INC.,https://www.charitydata.ca/charity/mississauga-victory-church-inc/876973629RR0001/
MISSISSAUGA VIETNAMESE EVANGELICAL CHURCH (HOI THANH TIN LAN),https://www.charitydata.ca/charity/mississauga-vietnamese-evangelical-church-hoi-thanh-tin-lan/119043693RR0001/
MISSISSAUGA'S RAM MANDIR,https://www.charitydata.ca/charity/mississaugas-ram-mandir/887574465RR0001/
Mistawasis Memorial Presbyterian Church,https://www.charitydata.ca/charity/mistawasis-memorial-presbyterian-church/810447037RR0001/
MISTISSINI FAITH BIBLE CHAPEL,https://www.charitydata.ca/charity/mistissini-faith-bible-chapel/867865917RR0001/
MISTY RIVER VISION MINISTRIES,https://www.charitydata.ca/charity/misty-river-vision-ministries/131935157RR0001/
MITCHELL CHRISTIAN ASSEMBLY,https://www.charitydata.ca/charity/mitchell-christian-assembly/765475892RR0001/
MITCHELL COMMUNITY FELLOWSHIP INC.,https://www.charitydata.ca/charity/mitchell-community-fellowship-inc/842740763RR0001/
"Mitchell Congregation of Jehovah's Witnesses, Mitchell, Ontario",https://www.charitydata.ca/charity/mitchell-congregation-of-jehovahs-witnesses-mitchell-ontario/758651889RR0001/
MIXBURN CHARITABLE TRUST,https://www.charitydata.ca/charity/mixburn-charitable-trust/891446270RR0001/
MIZPAH PRAYER CENTRE INC.,https://www.charitydata.ca/charity/mizpah-prayer-centre-inc/841898174RR0001/
MODERN MINISTERS ASSOCIATION OF CANADA,https://www.charitydata.ca/charity/modern-ministers-association-of-canada/845516491RR0001/
MOE CONCORDIA EVANGELICAL LUTHERAN CHURCH,https://www.charitydata.ca/charity/moe-concordia-evangelical-lutheran-church/119043990RR0001/
Mohabat Church,https://www.charitydata.ca/charity/mohabat-church/705417343RR0001/
MOHAWK PENTECOSTAL CHURCH,https://www.charitydata.ca/charity/mohawk-pentecostal-church/107716128RR0001/
MOKMIN PRESBYTERIAN CHURCH,https://www.charitydata.ca/charity/mokmin-presbyterian-church/844208017RR0001/
MOMENT OF GRACE CHURCH,https://www.charitydata.ca/charity/moment-of-grace-church/826939936RR0001/
MOMENT OF TRUTH CHRISTIAN CENTRE (MTCC),https://www.charitydata.ca/charity/moment-of-truth-christian-centre-mtcc/748920139RR0001/
"Monaghan Congregation of Jehovah's Witnesses, Peterborough, Ontario",https://www.charitydata.ca/charity/monaghan-congregation-of-jehovahs-witnesses-peterborough-ontario/745324889RR0001/
MONARCH REFORMED CHURCH,https://www.charitydata.ca/charity/monarch-reformed-church/119044196RR0001/
"MONASTÈRE SAINT-NECTAIRE,GRECQUE ORTHODOXE",https://www.charitydata.ca/charity/monastere-saint-nectairegrecque-orthodoxe/720339910RR0001/
MONCK BAPTIST CHURCH,https://www.charitydata.ca/charity/monck-baptist-church/119044220RR0001/
MONCTON CHINESE ALLIANCE CHURCH,https://www.charitydata.ca/charity/moncton-chinese-alliance-church/815578562RR0001/
MONCTON FAITH VICTORY CHURCH INC,https://www.charitydata.ca/charity/moncton-faith-victory-church-inc/107717159RR0001/
MONCTON FIRST UNITED BAPTIST CHURCH,https://www.charitydata.ca/charity/moncton-first-united-baptist-church/131621740RR0001/
Moncton Hope Korean Church,https://www.charitydata.ca/charity/moncton-hope-korean-church/751652496RR0001/
Moncton Korean Church,https://www.charitydata.ca/charity/moncton-korean-church/819889494RR0001/
Moncton Little Korean Church,https://www.charitydata.ca/charity/moncton-little-korean-church/825466592RR0001/
MONCTON LORD'S GARDEN CHURCH,https://www.charitydata.ca/charity/moncton-lords-garden-church/803095512RR0001/
Moncton Shineland Church,https://www.charitydata.ca/charity/moncton-shineland-church/773714803RR0002/
MONCTON WESLEYAN CHURCH,https://www.charitydata.ca/charity/moncton-wesleyan-church/107717357RR0001/
MONT NEBO EVANGELICAL FREE CHURCH,https://www.charitydata.ca/charity/mont-nebo-evangelical-free-church/107353955RR0001/
"Montague Congregation of Jehovah's Witnesses, Montague, Prince Edward Island",https://www.charitydata.ca/charity/montague-congregation-of-jehovahs-witnesses-montague-prince-edward-island/768072118RR0001/
MONTAGUE PASTORAL CHARGE,https://www.charitydata.ca/charity/montague-pastoral-charge/119044683RR0001/
MONTAGUE PENTECOSTAL ASSEMBLY,https://www.charitydata.ca/charity/montague-pentecostal-assembly/868969338RR0001/
MONTE CALVARIO CHURCH,https://www.charitydata.ca/charity/monte-calvario-church/890176647RR0001/
"Montebello Congregation of Jehovah's Witnesses, St. Catharines, Ontario",https://www.charitydata.ca/charity/montebello-congregation-of-jehovahs-witnesses-st-catharines-ontario/758464481RR0001/
"Monterey Park Congregation of Jehovah's Witnesses, Calgary, Alberta",https://www.charitydata.ca/charity/monterey-park-congregation-of-jehovahs-witnesses-calgary-alberta/764293312RR0001/
MONTICELLO UNITED CHURCH,https://www.charitydata.ca/charity/monticello-united-church/119044782RR0001/
MONTMARTRE CANADIEN,https://www.charitydata.ca/charity/montmartre-canadien/119044808RR0001/
MONTNEY MENNONITE CHURCH,https://www.charitydata.ca/charity/montney-mennonite-church/891323941RR0001/
MONTREAL ASSEMBLY OF GOD MISSION INTERNATIONAL,https://www.charitydata.ca/charity/montreal-assembly-of-god-mission-international/842145880RR0001/
Montréal Bible Baptist Church / Église baptiste biblique de Montréal,https://www.charitydata.ca/charity/montreal-bible-baptist-church--glise-baptiste-biblique-de-montral/899138168RR0001/
MONTREAL CHINESE BAPTIST CHURCH / EGLISE BAPTISTE CHINOISE D,https://www.charitydata.ca/charity/montreal-chinese-baptist-church--eglise-baptiste-chinoise-d/132186347RR0001/
Montreal Chinese Pentecostal Church,https://www.charitydata.ca/charity/montreal-chinese-pentecostal-church/119045060RR0001/
MONTREAL CHINESE PRESBYTERIAN CHURCH,https://www.charitydata.ca/charity/montreal-chinese-presbyterian-church/138375068RR0001/
Montreal Dawn Church,https://www.charitydata.ca/charity/montreal-dawn-church/765187513RR0001/
MONTRÉAL ÉGLISE PRESBYTÉRIENNE CORÉENNE,https://www.charitydata.ca/charity/montreal-glise-presbytrienne-corenne/858226772RR0001/
Montreal First Church of the Nazarene,https://www.charitydata.ca/charity/montreal-first-church-of-the-nazarene/119045011RR0001/
Montreal Grace Church of the Nazarene,https://www.charitydata.ca/charity/montreal-grace-church-of-the-nazarene/835900887RR0001/
MONTREAL MELANGE,https://www.charitydata.ca/charity/montreal-melange/855210332RR0001/
Montréal West Presbyterian Church,https://www.charitydata.ca/charity/montreal-west-presbyterian-church/107722829RR0001/
Montreal West United Church,https://www.charitydata.ca/charity/montreal-west-united-church/119045235RR0001/
Montréal Zen Centre inc./Centre Zen de montréal inc.,https://www.charitydata.ca/charity/montreal-zen-centre-inccentre-zen-de-montral-inc/119045276RR0001/
MOORE MEMORIAL UNITED CHURCH,https://www.charitydata.ca/charity/moore-memorial-united-church/119045425RR0001/
MOOREFIELD MENNONITE FELLOWSHIP,https://www.charitydata.ca/charity/moorefield-mennonite-fellowship/859564650RR0001/
MOOREFIELD PASTORAL CHARGE,https://www.charitydata.ca/charity/moorefield-pastoral-charge/131516411RR0001/
MOOSE FACTORY PENTECOSTAL CHURCH,https://www.charitydata.ca/charity/moose-factory-pentecostal-church/871774741RR0001/
MOOSE JAW BAPTIST CHURCH,https://www.charitydata.ca/charity/moose-jaw-baptist-church/890215973RR0001/
Moose Jaw Bridge Ministry International Incorporated,https://www.charitydata.ca/charity/moose-jaw-bridge-ministry-international-incorporated/896543352RR0001/
Moose Jaw New Life Tabernacle - (UPCI),https://www.charitydata.ca/charity/moose-jaw-new-life-tabernacle---upci/751178492RR0001/
MOOSEHORN BAPTIST CHURCH INC.,https://www.charitydata.ca/charity/moosehorn-baptist-church-inc/834005522RR0001/
MOOSOMIN BAPTIST CHURCH,https://www.charitydata.ca/charity/moosomin-baptist-church/107723710RR0001/
"Moosomin Congregation of Jehovah's Witnesses, Moosomin, Saskatchewan",https://www.charitydata.ca/charity/moosomin-congregation-of-jehovahs-witnesses-moosomin-saskatchewan/765895883RR0001/
Moosonee Community Church,https://www.charitydata.ca/charity/moosonee-community-church/107723843RR0001/
MOOSONEE PENTECOSTAL ASSEMBLY,https://www.charitydata.ca/charity/moosonee-pentecostal-assembly/870272531RR0001/
MORAVIAN CHURCH IN NEWFOUNDLAND AND LABRADOR,https://www.charitydata.ca/charity/moravian-church-in-newfoundland-and-labrador/890729742RR0001/
MORAVIANTOWN UNITED CHURCH,https://www.charitydata.ca/charity/moraviantown-united-church/119045938RR0001/
MORDEN ALLIANCE CHURCH,https://www.charitydata.ca/charity/morden-alliance-church/130523384RR0001/
MORDEN CHRISTIAN PROGRAMS COMMITTEE,https://www.charitydata.ca/charity/morden-christian-programs-committee/119045961RR0001/
MORDEN MENNONITE CHURCH INC.,https://www.charitydata.ca/charity/morden-mennonite-church-inc/106785587RR0001/
MORE THAN 12,https://www.charitydata.ca/charity/more-than-12/825033889RR0001/
MOREWOOD PRESBYTERIAN CHURCH,https://www.charitydata.ca/charity/morewood-presbyterian-church/119046118RR0001/
MORGANS POINT UNITED CHURCH,https://www.charitydata.ca/charity/morgans-point-united-church/107724346RR0001/
MORIEL MINISTRIES CANADA,https://www.charitydata.ca/charity/moriel-ministries-canada/771724127RR0002/
"Morin Heights Congregation of jehovah's Witness, MORIN HEIGHTS QUEBEC/Assemblée des témoins de jéhovah de Morin-Heights",https://www.charitydata.ca/charity/morin-heights-congregation-of-jehovahs-witness-morin-heights-quebecassemblee-des-tmoins-de-jhovah-de-morin-heights/719147514RR0001/
Morin Heights United Church,https://www.charitydata.ca/charity/morin-heights-united-church/119046209RR0001/
MORINVILLE ALLIANCE CHURCH,https://www.charitydata.ca/charity/morinville-alliance-church/129472361RR0001/
MORINVILLE BAPTIST CHURCH,https://www.charitydata.ca/charity/morinville-baptist-church/133146274RR0001/
MORINVILLE PASTORAL CHARGE,https://www.charitydata.ca/charity/morinville-pastoral-charge/107724528RR0001/
Morley United Church,https://www.charitydata.ca/charity/morley-united-church/800594079RR0001/
Morning Gate Church Inc.,https://www.charitydata.ca/charity/morning-gate-church-inc/132121914RR0001/
MORNING STAR MINISTRIES INC.,https://www.charitydata.ca/charity/morning-star-ministries-inc/119046340RR0001/
MORNINGSIDE-HIGH PARK PRESBYTERIAN CHURCH,https://www.charitydata.ca/charity/morningside-high-park-presbyterian-church/129853297RR0001/
MORNINGSTAR CHRISTIAN FELLOWSHIP,https://www.charitydata.ca/charity/morningstar-christian-fellowship/106922933RR0001/
MORRIS UNITED CHURCH,https://www.charitydata.ca/charity/morris-united-church/119046563RR0001/
MORRISTOWN UNITED BAPTIST CHURCH,https://www.charitydata.ca/charity/morristown-united-baptist-church/107725335RR0001/
MORROW GOSPEL CHURCH,https://www.charitydata.ca/charity/morrow-gospel-church/132667270RR0001/
MORSON COMMUNITY BIBLE FELLOWSHIP,https://www.charitydata.ca/charity/morson-community-bible-fellowship/119046639RR0001/
MORVEN UNITED CHURCH,https://www.charitydata.ca/charity/morven-united-church/119046670RR0001/
MORWEENA EVANGELICAL MENNONITE CHURCH,https://www.charitydata.ca/charity/morweena-evangelical-mennonite-church/107725673RR0001/
MOSAIC ALLIANCE CHURCH,https://www.charitydata.ca/charity/mosaic-alliance-church/729005884RR0001/
MOSAIC BAPTIST CHURCH,https://www.charitydata.ca/charity/mosaic-baptist-church/828295766RR0001/
MOSAIC CHURCH CALVARY CHAPEL,https://www.charitydata.ca/charity/mosaic-church-calvary-chapel/801113713RR0001/
MOSAIC INTERCULTURAL CHURCH LONDON,https://www.charitydata.ca/charity/mosaic-intercultural-church-london/746257484RR0002/
MOSAIC MINISTRIES ASSOCIATION,https://www.charitydata.ca/charity/mosaic-ministries-association/106700172RR0001/
Mosaic Ministries of Calgary,https://www.charitydata.ca/charity/mosaic-ministries-of-calgary/820503712RR0001/
Mosaic Mission,https://www.charitydata.ca/charity/mosaic-mission/854924966RR0001/
"MOSAICHOUSE CHRISTIAN REFORMED CHURCH OF EDMONTON, ALBERTA",https://www.charitydata.ca/charity/mosaichouse-christian-reformed-church-of-edmonton-alberta/826460008RR0001/
MOSCOW UNITED CHURCH,https://www.charitydata.ca/charity/moscow-united-church/119046704RR0001/
MOSER RIVER INDEPENDENT BAPTIST CHURCH,https://www.charitydata.ca/charity/moser-river-independent-baptist-church/107725699RR0001/
MOST HOLY CHURCH OF GOD IN CHRIST JESUS OF CANADA,https://www.charitydata.ca/charity/most-holy-church-of-god-in-christ-jesus-of-canada/870161445RR0001/
MOTHER OF SORROWS PIONEER SHRINE,https://www.charitydata.ca/charity/mother-of-sorrows-pioneer-shrine/121702336RR0001/
Mothers & Mentors Canada,https://www.charitydata.ca/charity/mothers-and-mentors-canada/820483428RR0001/
MOTION CHURCH,https://www.charitydata.ca/charity/motion-church/118807825RR0001/
Motion Church,https://www.charitydata.ca/charity/motion-church/871099628RR0001/
MOUNT ALBERT BIBLE FELLOWSHIP,https://www.charitydata.ca/charity/mount-albert-bible-fellowship/837695626RR0001/
MOUNT ALBERT PASTORAL CHARGE,https://www.charitydata.ca/charity/mount-albert-pastoral-charge/107726796RR0001/
"Mount Baker Congregation of Jehovah's Witnesses, Cranbrook, British Columbia",https://www.charitydata.ca/charity/mount-baker-congregation-of-jehovahs-witnesses-cranbrook-british-columbia/765977681RR0001/
MOUNT BRUNO UNITED CHURCH,https://www.charitydata.ca/charity/mount-bruno-united-church/107726861RR0001/
MOUNT BRYDGES PASTORAL CHARGE,https://www.charitydata.ca/charity/mount-brydges-pastoral-charge/119047389RR0001/
MOUNT CALVARY APOSTOLIC CHURCH OF ONTARIO,https://www.charitydata.ca/charity/mount-calvary-apostolic-church-of-ontario/888800646RR0001/
MOUNT CALVARY LUTHERAN CHURCH,https://www.charitydata.ca/charity/mount-calvary-lutheran-church/107726929RR0001/
MOUNT CALVARY LUTHERAN CHURCH,https://www.charitydata.ca/charity/mount-calvary-lutheran-church/107726945RR0001/
MOUNT CALVARY LUTHERAN CHURCH OF RED DEER ALBERTA,https://www.charitydata.ca/charity/mount-calvary-lutheran-church-of-red-deer-alberta/130375496RR0001/
MOUNT CARMEL LUTHERAN CHURCH,https://www.charitydata.ca/charity/mount-carmel-lutheran-church/132256389RR0001/
MOUNT CARMEL PARISH FLAT LAKE,https://www.charitydata.ca/charity/mount-carmel-parish-flat-lake/119047546RR0001/
MOUNT CARMEL PENTECOSTAL CHURCH,https://www.charitydata.ca/charity/mount-carmel-pentecostal-church/850695404RR0001/
MOUNT CARMEL UNITED CHURCH,https://www.charitydata.ca/charity/mount-carmel-united-church/119047561RR0001/
MOUNT CARMEL ZION UNITED CHURCH,https://www.charitydata.ca/charity/mount-carmel-zion-united-church/889266441RR0001/
MOUNT CAVALRY LUTHERAN CHURCH,https://www.charitydata.ca/charity/mount-cavalry-lutheran-church/131163990RR0001/
MOUNT DENNIS BAPTIST CHURCH,https://www.charitydata.ca/charity/mount-dennis-baptist-church/107727075RR0001/
"Mount Dennis Congregation of Jehovah's Witnesses, Toronto, Ontario",https://www.charitydata.ca/charity/mount-dennis-congregation-of-jehovahs-witnesses-toronto-ontario/758677884RR0001/
MOUNT DENSON UNITED BAPTIST CHURCH,https://www.charitydata.ca/charity/mount-denson-united-baptist-church/107727109RR0001/
"Mount Douglas Congregation of Jehovah's Witnesses, Victoria, British Columbia",https://www.charitydata.ca/charity/mount-douglas-congregation-of-jehovahs-witnesses-victoria-british-columbia/765877881RR0001/
MOUNT ELGIN UNITED CHURCH,https://www.charitydata.ca/charity/mount-elgin-united-church/119047629RR0001/
MOUNT EPHRAIM ZION HILL TABERNACLE CORP,https://www.charitydata.ca/charity/mount-ephraim-zion-hill-tabernacle-corp/868683145RR0001/
"Mount Finlayson Congregation of Jehovah's Witnesses,Victoria,British Columbia",https://www.charitydata.ca/charity/mount-finlayson-congregation-of-jehovahs-witnessesvictoriabritish-columbia/748930088RR0001/
"Mount Fisher Congregation of Jehovah's Witnesses, Cranbrook,British Columbia",https://www.charitydata.ca/charity/mount-fisher-congregation-of-jehovahs-witnesses-cranbrookbritish-columbia/765390117RR0001/
"Mount Forest Congregation of Johavah's Witnesses, Mount Forest, Ontario",https://www.charitydata.ca/charity/mount-forest-congregation-of-johavahs-witnesses-mount-forest-ontario/744434515RR0001/
MOUNT FOREST PENTECOSTAL CHURCH,https://www.charitydata.ca/charity/mount-forest-pentecostal-church/107727166RR0001/
MOUNT FOREST UNITED CHURCH,https://www.charitydata.ca/charity/mount-forest-united-church/119047660RR0001/
MOUNT FOREST VICTORY CHURCH,https://www.charitydata.ca/charity/mount-forest-victory-church/856242003RR0001/
Mount Hamilton Baptist Church,https://www.charitydata.ca/charity/mount-hamilton-baptist-church/811678499RR0001/
"Mount Hayes Congregation of Jehovah's Witnesses, Ladysmith, British Columbia",https://www.charitydata.ca/charity/mount-hayes-congregation-of-jehovahs-witnesses-ladysmith-british-columbia/899935217RR0001/
"Mount Hermon Congregation of Jehovah's Witnesses, Ottawa, Ontario",https://www.charitydata.ca/charity/mount-hermon-congregation-of-jehovahs-witnesses-ottawa-ontario/747616688RR0001/
MOUNT HOPE CAPSTONE MINISTRIES,https://www.charitydata.ca/charity/mount-hope-capstone-ministries/864162789RR0001/
MOUNT HOPE CASE PASTORAL CHARGE,https://www.charitydata.ca/charity/mount-hope-case-pastoral-charge/119047736RR0001/
MOUNT HOPE COMMUNITY CHRISTIAN REFORMED CHURCH,https://www.charitydata.ca/charity/mount-hope-community-christian-reformed-church/107727216RR0001/
"Mount Ida Congregation of Jehovah's Witnesses, Salmon Arm, British Columbia",https://www.charitydata.ca/charity/mount-ida-congregation-of-jehovahs-witnesses-salmon-arm-british-columbia/747937910RR0001/
MOUNT LEHMAN PASTORAL CHARGE,https://www.charitydata.ca/charity/mount-lehman-pastoral-charge/132526765RR0001/
"Mount McKay Congregation of Jehovah's Witnesses, Thunder Bay, Ontario",https://www.charitydata.ca/charity/mount-mckay-congregation-of-jehovahs-witnesses-thunder-bay-ontario/747609089RR0001/
"Mount Newton Congregation of Jehovah's Witnesses, Sidney, British Columbia",https://www.charitydata.ca/charity/mount-newton-congregation-of-jehovahs-witnesses-sidney-british-columbia/764970281RR0001/
MOUNT OF GLORY HOUSE OF PRAYER,https://www.charitydata.ca/charity/mount-of-glory-house-of-prayer/846023042RR0001/
"Mount Olive Congregation of Jehovah's Witnesses, Toronto, Ontario",https://www.charitydata.ca/charity/mount-olive-congregation-of-jehovahs-witnesses-toronto-ontario/747622280RR0001/
MOUNT OLIVE EVANGELICAL FREE CHURCH,https://www.charitydata.ca/charity/mount-olive-evangelical-free-church/107727299RR0001/
MOUNT OLIVE LUTHERAN CHURCH,https://www.charitydata.ca/charity/mount-olive-lutheran-church/119047819RR0001/
MOUNT OLIVE LUTHERAN CHURCH,https://www.charitydata.ca/charity/mount-olive-lutheran-church/130600216RR0001/
MOUNT OLIVET CHINESE CHRISTIAN FELLOWSHIP,https://www.charitydata.ca/charity/mount-olivet-chinese-christian-fellowship/836436691RR0001/
MOUNT OLIVET LUTHERAN CHURCH,https://www.charitydata.ca/charity/mount-olivet-lutheran-church/119047827RR0001/
MOUNT OLIVET LUTHERAN CHURCH OF NORTH VANCOUVER,https://www.charitydata.ca/charity/mount-olivet-lutheran-church-of-north-vancouver/136145463RR0001/
"Mount Pearl Congregation of Jehovah's Witnesses, St. Johns, Newfoundland",https://www.charitydata.ca/charity/mount-pearl-congregation-of-jehovahs-witnesses-st-johns-newfoundland/768798084RR0001/
"Mount Pleasant Congregation of Jehovah's Witnesses, Brampton, Ontario",https://www.charitydata.ca/charity/mount-pleasant-congregation-of-jehovahs-witnesses-brampton-ontario/757695713RR0001/
MOUNT PLEASANT MISSIONARY CHURCH,https://www.charitydata.ca/charity/mount-pleasant-missionary-church/119047892RR0001/
MOUNT PLEASANT PRESBYTERIAN CHURCH,https://www.charitydata.ca/charity/mount-pleasant-presbyterian-church/119047900RR0001/
MOUNT PLEASANT ROAD BAPTIST CHURCH,https://www.charitydata.ca/charity/mount-pleasant-road-baptist-church/107727430RR0001/
MOUNT PLEASANT UNITED BAPTIST CHURCH,https://www.charitydata.ca/charity/mount-pleasant-united-baptist-church/107727455RR0001/
Mount Pleasant United Church,https://www.charitydata.ca/charity/mount-pleasant-united-church/119047918RR0001/
MOUNT PLEASANT UNITED CHURCH,https://www.charitydata.ca/charity/mount-pleasant-united-church/119047926RR0001/
MOUNT REFUGE SPIRITUAL CHURCH NATIONAL EVANGELICAL SPIRITUAL BAPTIST FAITH INCORPORATED,https://www.charitydata.ca/charity/mount-refuge-spiritual-church-national-evangelical-spiritual-baptist-faith-incorporated/894742626RR0001/
MOUNT ROCHER CHURCH,https://www.charitydata.ca/charity/mount-rocher-church/820554160RR0001/
MOUNT ROYAL MENNONITE CHURCH,https://www.charitydata.ca/charity/mount-royal-mennonite-church/119047975RR0001/
MOUNT ROYAL UNITED CHURCH,https://www.charitydata.ca/charity/mount-royal-united-church/107727539RR0001/
MOUNT ROYAL UNITED CHURCH,https://www.charitydata.ca/charity/mount-royal-united-church/119047991RR0001/
MOUNT ROYAL-EMMANUEL UNITED CHURCH,https://www.charitydata.ca/charity/mount-royal-emmanuel-united-church/119048015RR0001/
Mount Salem Community Church,https://www.charitydata.ca/charity/mount-salem-community-church/893468777RR0001/
MOUNT SEYMOUR UNITED CHURCH,https://www.charitydata.ca/charity/mount-seymour-united-church/107010555RR0001/
Mount Sinai Anglican Church,https://www.charitydata.ca/charity/mount-sinai-anglican-church/734644339RR0001/
MOUNT STEWART-MORELL-ST. PETER'S BAY PASTORAL CHARGE,https://www.charitydata.ca/charity/mount-stewart-morell-st-peters-bay-pastoral-charge/119048163RR0001/
MOUNT ZION APOSTOLIC CHURCH,https://www.charitydata.ca/charity/mount-zion-apostolic-church/857679351RR0001/
MOUNT ZION APOSTOLIC CHURCH OF CANADA,https://www.charitydata.ca/charity/mount-zion-apostolic-church-of-canada/107727893RR0001/
Mount Zion Assembly of Kitchener,https://www.charitydata.ca/charity/mount-zion-assembly-of-kitchener/897400339RR0001/
MOUNT ZION ASSOCIATE REFORMED PRESBYTERIAN CHURCH INC,https://www.charitydata.ca/charity/mount-zion-associate-reformed-presbyterian-church-inc/130348923RR0001/
MOUNT ZION CHRISTIAN FELLOWSHIP,https://www.charitydata.ca/charity/mount-zion-christian-fellowship/894364363RR0001/
MOUNT ZION CHURCH OF GOD (7TH DAY) INCORPORATED,https://www.charitydata.ca/charity/mount-zion-church-of-god-7th-day-incorporated/889245601RR0001/
MOUNT ZION CHURCH THE APOSTLE DOCTRINE OF GOD,https://www.charitydata.ca/charity/mount-zion-church-the-apostle-doctrine-of-god/779637495RR0001/
MOUNT ZION COMMUNITY CHURCH INC.,https://www.charitydata.ca/charity/mount-zion-community-church-inc/866747769RR0001/
MOUNT ZION DELIVERANCE CENTRE,https://www.charitydata.ca/charity/mount-zion-deliverance-centre/119048312RR0001/
MOUNT ZION EVANGELICAL LUTHERAN CHURCH OF WATERLOO,https://www.charitydata.ca/charity/mount-zion-evangelical-lutheran-church-of-waterloo/107727927RR0001/
"MOUNT ZION FULL GOSPEL MINISTRIES, INC",https://www.charitydata.ca/charity/mount-zion-full-gospel-ministries-inc/887745750RR0001/
Mount Zion Gospel Church,https://www.charitydata.ca/charity/mount-zion-gospel-church/805952611RR0001/
MOUNT ZION HOUSE OF PRAISE,https://www.charitydata.ca/charity/mount-zion-house-of-praise/873779961RR0001/
MOUNT ZION INTERNATIONAL CHURCH OF GOD,https://www.charitydata.ca/charity/mount-zion-international-church-of-god/814239307RR0001/
MOUNT ZION LUTHERAN CHURCH,https://www.charitydata.ca/charity/mount-zion-lutheran-church/107727943RR0001/
MOUNT ZION LUTHERAN CHURCH,https://www.charitydata.ca/charity/mount-zion-lutheran-church/129942298RR0001/
"MOUNT ZION LUTHERAN CHURCH OF NEW WESTMINSTER, B C",https://www.charitydata.ca/charity/mount-zion-lutheran-church-of-new-westminster-b-c/107727950RR0001/
Mount Zion Ministries Canada Incorporated,https://www.charitydata.ca/charity/mount-zion-ministries-canada-incorporated/836085613RR0001/
MOUNT ZION PENTECOSTAL CHURCH,https://www.charitydata.ca/charity/mount-zion-pentecostal-church/107727976RR0001/
MOUNT ZION PRESBYTERIAN CHURCH,https://www.charitydata.ca/charity/mount-zion-presbyterian-church/133194571RR0001/
MOUNT ZION TABERNACLE INC.,https://www.charitydata.ca/charity/mount-zion-tabernacle-inc/837734383RR0001/
MOUNT ZION UNITED CHURCH,https://www.charitydata.ca/charity/mount-zion-united-church/107728008RR0001/
MOUNT ZION UNITED CHURCH,https://www.charitydata.ca/charity/mount-zion-united-church/119048411RR0001/
MOUNT ZION UNITED CHURCH,https://www.charitydata.ca/charity/mount-zion-united-church/119048429RR0001/
MOUNT ZION UNITED CHURCH,https://www.charitydata.ca/charity/mount-zion-united-church/119048437RR0001/
MOUNT ZION--CHURCH OF THE FIRSTBORN,https://www.charitydata.ca/charity/mount-zion--church-of-the-firstborn/107727919RR0001/
MOUNTAIN BIBLE CHAPEL,https://www.charitydata.ca/charity/mountain-bible-chapel/897527982RR0001/
MOUNTAIN CHAPEL,https://www.charitydata.ca/charity/mountain-chapel/119046985RR0001/
MOUNTAIN CHURCH OF THE NAZARENE,https://www.charitydata.ca/charity/mountain-church-of-the-nazarene/107726275RR0001/
MOUNTAIN GROVE CHRISTADELPHIAN CHAPEL,https://www.charitydata.ca/charity/mountain-grove-christadelphian-chapel/118853910RR0001/
"Mountain Highway Iloko Congregation of Jehovah's Witnesses, Vancouver, British Columbia",https://www.charitydata.ca/charity/mountain-highway-iloko-congregation-of-jehovahs-witnesses-vancouver-british-columbia/765381918RR0001/
MOUNTAIN MISSION UNITED PENTECOSTAL CHURCH,https://www.charitydata.ca/charity/mountain-mission-united-pentecostal-church/890265192RR0001/
MOUNTAIN OF FIRE AND MIRACLES MINISTRIES,https://www.charitydata.ca/charity/mountain-of-fire-and-miracles-ministries/869704130RR0001/
MOUNTAIN OF FIRE AND MIRACLES MINISTRIES (A CHRISTIAN ORGANIZATION),https://www.charitydata.ca/charity/mountain-of-fire-and-miracles-ministries-a-christian-organization/884819707RR0001/
Mountain of Fire and Miracles Ministries Ottawa,https://www.charitydata.ca/charity/mountain-of-fire-and-miracles-ministries-ottawa/852490408RR0001/
Mountain of Victory International Ministries Edmonton,https://www.charitydata.ca/charity/mountain-of-victory-international-ministries-edmonton/836903989RR0001/
MOUNTAIN PARK CHURCH,https://www.charitydata.ca/charity/mountain-park-church/119057255RR0001/
MOUNTAIN PARK COMMUNITY CHURCH,https://www.charitydata.ca/charity/mountain-park-community-church/869395723RR0001/
MOUNTAIN SPRINGS CALVARY CHAPEL,https://www.charitydata.ca/charity/mountain-springs-calvary-chapel/834127854RR0001/
MOUNTAIN VIEW ALLIANCE CHURCH OF THE CHRISTIAN & MISSIONARY,https://www.charitydata.ca/charity/mountain-view-alliance-church-of-the-christian-and-missionary/107726481RR0001/
MOUNTAIN VIEW ASSEMBLY,https://www.charitydata.ca/charity/mountain-view-assembly/867108102RR0001/
